num_epochs;batch_size;hidden_size;learning_rate;lr_decay;reg;norm_layer;history_loss_train;history_loss_validation;best_model_valid_accuracy;early_stopped_valid_accuracy;is_early_stopped;train_valid_loss_hist_plot_path;valid_accuracy_plot_path;path_pre_train_filter_plots;path_post_train_filter_plots;best_model_test_accuracy;early_stopped_best_accuracy
10;200;[128, 512, 512, 512, 512];0.002;0.99;0.001;BN;[0.00788303126121054, 0.006099578027822534, 0.00538167950815084, 0.004759425277612648, 0.004296692292301022, 0.004004071201596941, 0.003728375989563611, 0.0035406588960667047, 0.0033447139366548887, 0.003158493595463889];[0.006790148973464966, 0.006326807379722596, 0.0060617014169692994, 0.004732904374599457, 0.0035633233189582823, 0.003599149286746979, 0.003926750540733337, 0.0035705791115760803, 0.0033845399618148806, 0.0031058630347251892];79.7;nan;False;./train_valid_history_plots/train_val_loss_hist_10_200_0.002_0.99_0.001.png;./valid_accuracy_history_plots/valid_accuracy_hist_10_200_0.002_0.99_0.001.png;./pre_training_filters/pre_training_filters_10_200_0.002_0.99_0.001.png;./post_training_filters/post_training_filters_10_200_0.002_0.99_0.001.png;77.7;nan
10;200;[128, 512, 512, 512, 512];0.002;0.99;0.005;BN;[0.008318925786991508, 0.007159507510613422, 0.006570522923858798, 0.0057955603830668395, 0.005288275886555107, 0.004921487676854036, 0.004679061347124528, 0.004505291840251611, 0.004390552335855912, 0.004249210456196142];[0.007295925736427307, 0.009486763715744018, 0.006288604974746704, 0.006582401394844055, 0.0053267011046409605, 0.004970171272754669, 0.004045960366725922, 0.004366330683231354, 0.0038102009892463685, 0.003977345585823059];75.8;nan;False;./train_valid_history_plots/train_val_loss_hist_10_200_0.002_0.99_0.005.png;./valid_accuracy_history_plots/valid_accuracy_hist_10_200_0.002_0.99_0.005.png;./pre_training_filters/pre_training_filters_10_200_0.002_0.99_0.005.png;./post_training_filters/post_training_filters_10_200_0.002_0.99_0.005.png;72.9;nan
10;200;[128, 512, 512, 512, 512];0.002;0.95;0.001;BN;[0.007859611941843616, 0.006031217318408343, 0.005280475789186906, 0.004654630783869296, 0.004173703353015744, 0.003780697874876918, 0.0034764909379336297, 0.0031855277990808293, 0.002900922039333655, 0.00273235488606959];[0.00960506820678711, 0.005854171276092529, 0.006551154613494873, 0.004911356747150421, 0.003931387841701508, 0.003618395745754242, 0.0031604490280151367, 0.0037931730151176454, 0.0031679909229278564, 0.0033462117314338683];79.8;nan;False;./train_valid_history_plots/train_val_loss_hist_10_200_0.002_0.95_0.001.png;./valid_accuracy_history_plots/valid_accuracy_hist_10_200_0.002_0.95_0.001.png;./pre_training_filters/pre_training_filters_10_200_0.002_0.95_0.001.png;./post_training_filters/post_training_filters_10_200_0.002_0.95_0.001.png;80.9;nan
10;200;[128, 512, 512, 512, 512];0.002;0.95;0.005;BN;[0.00837361797264644, 0.0071729883782717645, 0.006564484394326502, 0.005736718076832441, 0.005095141486245759, 0.004706774076636957, 0.004450802541508966, 0.004215610339933512, 0.0040044642796321795];[0.010486344575881958, 0.009211376547813415, 0.006025099873542786, 0.005186650991439819, 0.004212615430355072, 0.004011787235736847, 0.0037282932996749877, 0.0035685293078422547, 0.004357332170009613];77.5;71.5;False;./train_valid_history_plots/train_val_loss_hist_10_200_0.002_0.95_0.005.png;./valid_accuracy_history_plots/valid_accuracy_hist_10_200_0.002_0.95_0.005.png;./pre_training_filters/pre_training_filters_10_200_0.002_0.95_0.005.png;./post_training_filters/post_training_filters_10_200_0.002_0.95_0.005.png;73.1;73.1
10;200;[128, 512, 512, 512, 512];0.002;0.9;0.001;BN;[0.008055641743601585, 0.006053265150712461, 0.005235072666284989, 0.0045756391663940585, 0.004028104598424872, 0.0036217286659746754, 0.0032610340404267213, 0.0028656768312259598, 0.0025359628200531006, 0.0022022352620046965];[0.008501779794692993, 0.00683677077293396, 0.0047154160737991335, 0.004001421630382538, 0.0034318835735321043, 0.0030550494194030763, 0.0031467844247817993, 0.0034535290598869325, 0.0028801327645778655, 0.003041619777679443];80.9;nan;False;./train_valid_history_plots/train_val_loss_hist_10_200_0.002_0.9_0.001.png;./valid_accuracy_history_plots/valid_accuracy_hist_10_200_0.002_0.9_0.001.png;./pre_training_filters/pre_training_filters_10_200_0.002_0.9_0.001.png;./post_training_filters/post_training_filters_10_200_0.002_0.9_0.001.png;81.1;nan
10;200;[128, 512, 512, 512, 512];0.002;0.9;0.005;BN;[0.00835418344030575, 0.00706136214003271, 0.006353690962402188, 0.005609624140116633, 0.004911541403556357, 0.00450084311864814, 0.004121325079275638, 0.0038285318625216583, 0.0035836809922237785, 0.0032882071958512675];[0.0074258787631988525, 0.007521778345108032, 0.008775906443595886, 0.005387157678604126, 0.0041605264544487, 0.00399121630191803, 0.003524182915687561, 0.003889406979084015, 0.003541601538658142, 0.003366134524345398];78.1;nan;False;./train_valid_history_plots/train_val_loss_hist_10_200_0.002_0.9_0.005.png;./valid_accuracy_history_plots/valid_accuracy_hist_10_200_0.002_0.9_0.005.png;./pre_training_filters/pre_training_filters_10_200_0.002_0.9_0.005.png;./post_training_filters/post_training_filters_10_200_0.002_0.9_0.005.png;76.0;nan
10;200;[128, 512, 512, 512, 512];0.01;0.99;0.001;BN;[0.009560575480363808, 0.006808259730436364, 0.006119991980036911, 0.005791686577456338, 0.005605811516849362, 0.0054382117147348365, 0.00535555563289292, 0.005266047043459756, 0.0051666801158262755];[0.006914198756217956, 0.008520925879478454, 0.0072947382926940914, 0.006045610189437866, 0.0056546391248703, 0.005356977045536041, 0.004633223295211792, 0.0046328076720237735, 0.0077700713872909544];69.1;52.0;False;./train_valid_history_plots/train_val_loss_hist_10_200_0.01_0.99_0.001.png;./valid_accuracy_history_plots/valid_accuracy_hist_10_200_0.01_0.99_0.001.png;./pre_training_filters/pre_training_filters_10_200_0.01_0.99_0.001.png;./post_training_filters/post_training_filters_10_200_0.01_0.99_0.001.png;48.4;48.4
10;200;[128, 512, 512, 512, 512];0.01;0.99;0.005;BN;[0.009873041933896591, 0.007579951587988406, 0.007009650551542944, 0.0067524519647870745, 0.0066034157884364226, 0.006532534227079275, 0.006450742925916399, 0.006379233734948295];[0.011000899076461792, 0.015211759090423584, 0.006570656180381775, 0.007254679203033448, 0.006910481095314026, 0.007946537971496583, 0.007099590063095093, 0.00844542694091797];52.6;43.1;False;./train_valid_history_plots/train_val_loss_hist_10_200_0.01_0.99_0.005.png;./valid_accuracy_history_plots/valid_accuracy_hist_10_200_0.01_0.99_0.005.png;./pre_training_filters/pre_training_filters_10_200_0.01_0.99_0.005.png;./post_training_filters/post_training_filters_10_200_0.01_0.99_0.005.png;45.8;45.8
10;200;[128, 512, 512, 512, 512];0.01;0.95;0.001;BN;[0.009211881226422835, 0.0066493183106792215, 0.005935979875983024, 0.005633649379623179, 0.005389477863603709, 0.0052345747972021295, 0.005073260396110768, 0.004950002416056029];[0.007007896900177002, 0.006480895042419434, 0.006340510368347168, 0.005471294224262238, 0.006196155190467834, 0.004368426322937012, 0.0056943724751472476, 0.011135832786560058];72.0;44.2;False;./train_valid_history_plots/train_val_loss_hist_10_200_0.01_0.95_0.001.png;./valid_accuracy_history_plots/valid_accuracy_hist_10_200_0.01_0.95_0.001.png;./pre_training_filters/pre_training_filters_10_200_0.01_0.95_0.001.png;./post_training_filters/post_training_filters_10_200_0.01_0.95_0.001.png;47.0;47.0
10;200;[128, 512, 512, 512, 512];0.01;0.95;0.005;BN;[0.009968190071534138, 0.007488824258045274, 0.006915474577825897, 0.006631100243451644, 0.006444001027515956, 0.006310586564394893, 0.006219226228947542, 0.006127814925446802, 0.0060440949578674475, 0.0059898045136004075];[0.0077344409227371215, 0.009786094069480895, 0.007060365676879883, 0.00964412784576416, 0.006988733410835266, 0.006927730917930603, 0.005966851472854614, 0.006623908996582031, 0.005260932266712189, 0.005497003138065338];63.7;nan;False;./train_valid_history_plots/train_val_loss_hist_10_200_0.01_0.95_0.005.png;./valid_accuracy_history_plots/valid_accuracy_hist_10_200_0.01_0.95_0.005.png;./pre_training_filters/pre_training_filters_10_200_0.01_0.95_0.005.png;./post_training_filters/post_training_filters_10_200_0.01_0.95_0.005.png;62.1;nan
10;200;[128, 512, 512, 512, 512];0.01;0.9;0.001;BN;[0.009454161210935943, 0.006657041666459064, 0.005931993444355166, 0.005549313722824563, 0.005275491996687286, 0.005030834860947667, 0.004840229224185554, 0.004708127025438815, 0.00450619083034749, 0.004387868393440636];[0.007146954536437988, 0.006381174802780151, 0.005207509696483612, 0.005125342786312103, 0.004450561106204986, 0.004139959096908569, 0.004704196751117706, 0.004618951797485352, 0.004068510174751282, 0.008620419979095458];72.6;51.7;False;./train_valid_history_plots/train_val_loss_hist_10_200_0.01_0.9_0.001.png;./valid_accuracy_history_plots/valid_accuracy_hist_10_200_0.01_0.9_0.001.png;./pre_training_filters/pre_training_filters_10_200_0.01_0.9_0.001.png;./post_training_filters/post_training_filters_10_200_0.01_0.9_0.001.png;51.8;51.8
10;200;[128, 512, 512, 512, 512];0.01;0.9;0.005;BN;[0.010083932686825187, 0.007527951561674779, 0.006890441938322418, 0.00654754096634534, 0.006309959309441703, 0.006096782026242237, 0.005931767669259285, 0.005800126780052575, 0.0057266362212142164, 0.005633266121757274];[0.01040799593925476, 0.007320009231567383, 0.006445703625679016, 0.006217372179031372, 0.005533057808876037, 0.005359758198261261, 0.005413139522075653, 0.005478874683380127, 0.005310852825641632, 0.005016488254070282];66.4;nan;False;./train_valid_history_plots/train_val_loss_hist_10_200_0.01_0.9_0.005.png;./valid_accuracy_history_plots/valid_accuracy_hist_10_200_0.01_0.9_0.005.png;./pre_training_filters/pre_training_filters_10_200_0.01_0.9_0.005.png;./post_training_filters/post_training_filters_10_200_0.01_0.9_0.005.png;65.4;nan
10;400;[128, 512, 512, 512, 512];0.001;0.99;0.001;BN;[0.0038563473777073185, 0.00276446983581636, 0.0023495969612423967, 0.0021727161703070973, 0.0020120486289989655, 0.0018558091797479769, 0.001744094278996553, 0.0016218170487299198, 0.001492544708213186, 0.0013953414971266335];[0.004218316376209259, 0.002977014183998108, 0.002444136540095011, 0.0023800601561864217, 0.0019231987992922464, 0.001835396538178126, 0.002128123641014099, 0.0019460047284762065, 0.0015612319608529408, 0.0018390403191248575];78.7;nan;False;./train_valid_history_plots/train_val_loss_hist_10_400_0.001_0.99_0.001.png;./valid_accuracy_history_plots/valid_accuracy_hist_10_400_0.001_0.99_0.001.png;./pre_training_filters/pre_training_filters_10_400_0.001_0.99_0.001.png;./post_training_filters/post_training_filters_10_400_0.001_0.99_0.001.png;77.2;nan
10;400;[128, 512, 512, 512, 512];0.001;0.99;0.005;BN;[0.0038378969658681046, 0.002969257160415494, 0.002690695490294356, 0.002597215052058057, 0.00250087587087135, 0.002409611761085386, 0.002351537437700644, 0.0022320128250412825];[0.003039556841055552, 0.0027227445443471273, 0.0031923363606135052, 0.0027428673704465232, 0.0025368457039197287, 0.002746148705482483, 0.002122913350661596, 0.002862769067287445];73.6;58.0;False;./train_valid_history_plots/train_val_loss_hist_10_400_0.001_0.99_0.005.png;./valid_accuracy_history_plots/valid_accuracy_hist_10_400_0.001_0.99_0.005.png;./pre_training_filters/pre_training_filters_10_400_0.001_0.99_0.005.png;./post_training_filters/post_training_filters_10_400_0.001_0.99_0.005.png;59.26;59.26
10;400;[128, 512, 512, 512, 512];0.001;0.95;0.001;BN;[0.003759949381758527, 0.0027030793353309476, 0.0023214053683649235, 0.002086459162031732, 0.0019047164505090171, 0.0017514096224695687, 0.0016012208284885902, 0.001450071388143834, 0.001300623596804898, 0.0012021136102153033];[0.002772920827070872, 0.0025396113097667693, 0.0023009616633256277, 0.002158988912900289, 0.0018986804783344268, 0.0018163391451040903, 0.0017294450600941977, 0.002261610428492228, 0.0017733153700828551, 0.001860155314207077];77.3;nan;False;./train_valid_history_plots/train_val_loss_hist_10_400_0.001_0.95_0.001.png;./valid_accuracy_history_plots/valid_accuracy_hist_10_400_0.001_0.95_0.001.png;./pre_training_filters/pre_training_filters_10_400_0.001_0.95_0.001.png;./post_training_filters/post_training_filters_10_400_0.001_0.95_0.001.png;75.9;nan
10;400;[128, 512, 512, 512, 512];0.001;0.95;0.005;BN;[0.003871287388530204, 0.002971742876419207, 0.0026557193744957933, 0.0025159393359975115, 0.002407561496990483, 0.0023064748809589605, 0.0022267279355991177, 0.0021356120669260258, 0.00206333861360705, 0.0019446362942699494];[0.0030117052793502807, 0.0029324081540107725, 0.002786260644594828, 0.0024121467769145965, 0.002435975025097529, 0.0026191561420758564, 0.0027344044546286266, 0.0026668940981229147, 0.002011158267656962, 0.001867274691661199];76.7;nan;False;./train_valid_history_plots/train_val_loss_hist_10_400_0.001_0.95_0.005.png;./valid_accuracy_history_plots/valid_accuracy_hist_10_400_0.001_0.95_0.005.png;./pre_training_filters/pre_training_filters_10_400_0.001_0.95_0.005.png;./post_training_filters/post_training_filters_10_400_0.001_0.95_0.005.png;74.83;nan
10;400;[128, 512, 512, 512, 512];0.001;0.9;0.001;BN;[0.003792647726652099, 0.002718796916608888, 0.0023008791108926137, 0.0020283704196534507, 0.0018448971623812264, 0.001664840243453902, 0.0014790226464591375, 0.0012947096130469951, 0.0011045323451602362, 0.0009664603837621891];[0.003380930225054423, 0.0026330049832661946, 0.0026280577480793, 0.0018328475455443064, 0.0021978778143723807, 0.0018111679951349894, 0.002422529359658559, 0.0013439003129800161, 0.0019066757460435232, 0.0017405583957831065];82.8;nan;False;./train_valid_history_plots/train_val_loss_hist_10_400_0.001_0.9_0.001.png;./valid_accuracy_history_plots/valid_accuracy_hist_10_400_0.001_0.9_0.001.png;./pre_training_filters/pre_training_filters_10_400_0.001_0.9_0.001.png;./post_training_filters/post_training_filters_10_400_0.001_0.9_0.001.png;77.67;nan
10;400;[128, 512, 512, 512, 512];0.001;0.9;0.005;BN;[0.0038955119930631746, 0.0029245343307654063, 0.0026270865994255715, 0.0024517145098709478, 0.002307413799491355, 0.002179742878287788, 0.0020782698169956363, 0.0019483873987100957, 0.0018205286065737407, 0.0017120506935487919];[0.0037167821327845256, 0.0033509713411331177, 0.003330253561337789, 0.002345668574174245, 0.003005866309007009, 0.0023133194943269096, 0.0020290731887022653, 0.0019361072281996409, 0.002038151870171229, 0.0018935425579547883];73.9;nan;False;./train_valid_history_plots/train_val_loss_hist_10_400_0.001_0.9_0.005.png;./valid_accuracy_history_plots/valid_accuracy_hist_10_400_0.001_0.9_0.005.png;./pre_training_filters/pre_training_filters_10_400_0.001_0.9_0.005.png;./post_training_filters/post_training_filters_10_400_0.001_0.9_0.005.png;73.51;nan
10;400;[128, 512, 512, 512, 512];0.002;0.99;0.001;BN;[0.004145267911073638, 0.0029912687414060763, 0.0026500066739272294, 0.002440333366394043, 0.002230728828325504, 0.0020345680330826985, 0.0019075676168852705, 0.001765326124623539, 0.0016380846815380625, 0.0015467270057860428];[0.003989580969015757, 0.003100703259309133, 0.0029665446281433106, 0.0024373704195022584, 0.0021969921390215556, 0.002070642163356145, 0.0019178759555021922, 0.0016252197325229644, 0.0019330414136250814, 0.0014593543112277985];80.6;nan;False;./train_valid_history_plots/train_val_loss_hist_10_400_0.002_0.99_0.001.png;./valid_accuracy_history_plots/valid_accuracy_hist_10_400_0.002_0.99_0.001.png;./pre_training_filters/pre_training_filters_10_400_0.002_0.99_0.001.png;./post_training_filters/post_training_filters_10_400_0.002_0.99_0.001.png;78.1;nan
10;400;[128, 512, 512, 512, 512];0.002;0.99;0.005;BN;[0.004141509658922025, 0.0033365843887251567, 0.0031038975618719084, 0.002969127779569083, 0.0027976676579413375, 0.0025800424959601426, 0.002421511565524388, 0.002264619480545928, 0.002129582264801351, 0.00204566709878968];[0.004718416730562846, 0.004592031439145406, 0.0038531115651130677, 0.0030733421444892883, 0.0026740113894144694, 0.0031600972016652424, 0.002614422937234243, 0.002024352898200353, 0.002035639782746633, 0.001800609827041626];75.8;nan;False;./train_valid_history_plots/train_val_loss_hist_10_400_0.002_0.99_0.005.png;./valid_accuracy_history_plots/valid_accuracy_hist_10_400_0.002_0.99_0.005.png;./pre_training_filters/pre_training_filters_10_400_0.002_0.99_0.005.png;./post_training_filters/post_training_filters_10_400_0.002_0.99_0.005.png;74.82;nan
10;400;[128, 512, 512, 512, 512];0.002;0.95;0.001;BN;[0.003991234098992697, 0.002909151164254522, 0.002571527119574508, 0.0023412764290483986, 0.0021551078097607063, 0.0019649095651580067, 0.001804338129070716, 0.0016314367259421, 0.0014732305208841959, 0.0013348301397106512];[0.003154588242371877, 0.0030898786584536236, 0.0025019069015979768, 0.0023103387653827666, 0.0021279898782571157, 0.0016485801339149475, 0.0016804904739061992, 0.0015471874177455903, 0.0015683057407538095, 0.0017375150322914124];80.2;78.8;False;./train_valid_history_plots/train_val_loss_hist_10_400_0.002_0.95_0.001.png;./valid_accuracy_history_plots/valid_accuracy_hist_10_400_0.002_0.95_0.001.png;./pre_training_filters/pre_training_filters_10_400_0.002_0.95_0.001.png;./post_training_filters/post_training_filters_10_400_0.002_0.95_0.001.png;77.69;77.69
10;400;[128, 512, 512, 512, 512];0.002;0.95;0.005;BN;[0.004194296433673641, 0.003329871468912295, 0.0030582238285522152, 0.0028750768752117467, 0.0027342040291646634, 0.0025671077453024017, 0.002363280777524157, 0.0021975484332902645, 0.0020524151853429594, 0.0019220011554113249];[0.0035253506898880005, 0.0038802392284075417, 0.0029403917988141378, 0.003613325258096059, 0.003621951142946879, 0.0027417167027791343, 0.002668503075838089, 0.0022288643817106883, 0.002100836386283239, 0.0019731868306795755];73.2;nan;False;./train_valid_history_plots/train_val_loss_hist_10_400_0.002_0.95_0.005.png;./valid_accuracy_history_plots/valid_accuracy_hist_10_400_0.002_0.95_0.005.png;./pre_training_filters/pre_training_filters_10_400_0.002_0.95_0.005.png;./post_training_filters/post_training_filters_10_400_0.002_0.95_0.005.png;72.0;nan
10;400;[128, 512, 512, 512, 512];0.002;0.9;0.001;BN;[0.003954220431122354, 0.0028982699753307716, 0.002547600640029442, 0.0023056380947430928, 0.0020949435258299353, 0.0018877541812939373, 0.0016983254459815296, 0.0014851844001833986, 0.0013192106074676282, 0.001120709140853184];[0.0031080970168113706, 0.0025070458153883617, 0.0025489852825800576, 0.00246355007092158, 0.0020056132972240447, 0.0017509498198827107, 0.001609985629717509, 0.0018911904593308766, 0.0016004360218842824, 0.0013594743609428406];81.9;nan;False;./train_valid_history_plots/train_val_loss_hist_10_400_0.002_0.9_0.001.png;./valid_accuracy_history_plots/valid_accuracy_hist_10_400_0.002_0.9_0.001.png;./pre_training_filters/pre_training_filters_10_400_0.002_0.9_0.001.png;./post_training_filters/post_training_filters_10_400_0.002_0.9_0.001.png;81.89;nan
10;400;[128, 512, 512, 512, 512];0.002;0.9;0.005;BN;[0.004129989367675006, 0.003312651018301646, 0.0030157759034536717, 0.0028208419050627606, 0.002655143118728467, 0.002489116870290865, 0.002297500723261174, 0.0021058045242860067, 0.0019352720459786857, 0.0017554918634213083];[0.00398131251335144, 0.00399540235598882, 0.002923464278380076, 0.004722389082113902, 0.0028686606884002685, 0.0024042563637097676, 0.00200257937113444, 0.002226854016383489, 0.0021696552137533825, 0.001568799316883087];78.7;nan;False;./train_valid_history_plots/train_val_loss_hist_10_400_0.002_0.9_0.005.png;./valid_accuracy_history_plots/valid_accuracy_hist_10_400_0.002_0.9_0.005.png;./pre_training_filters/pre_training_filters_10_400_0.002_0.9_0.005.png;./post_training_filters/post_training_filters_10_400_0.002_0.9_0.005.png;78.07;nan
10;400;[128, 512, 512, 512, 512];0.01;0.99;0.001;BN;[0.00532678044908415, 0.003578046705664658, 0.0029903217568630126, 0.0027595228150608096, 0.002643836832385722, 0.0025364755663445327, 0.002496645299157476, 0.0024474721141462402];[0.004500131805737813, 0.0034147688746452333, 0.0034308510025342306, 0.0025296166042486825, 0.002860214610894521, 0.002396529714266459, 0.0028864171107610068, 0.0057130362590154015];66.4;37.3;False;./train_valid_history_plots/train_val_loss_hist_10_400_0.01_0.99_0.001.png;./valid_accuracy_history_plots/valid_accuracy_hist_10_400_0.01_0.99_0.001.png;./pre_training_filters/pre_training_filters_10_400_0.01_0.99_0.001.png;./post_training_filters/post_training_filters_10_400_0.01_0.99_0.001.png;36.61;36.61
10;400;[128, 512, 512, 512, 512];0.01;0.99;0.005;BN;[0.00536950112842932, 0.00394649088382721, 0.0034567395337228852, 0.0031815049730665314, 0.003075466076048409, 0.0030221616955307443, 0.002971790289975763, 0.0029262460101910723];[0.005316590865453085, 0.003779144287109375, 0.003853587806224823, 0.0037836656967798867, 0.0028554808100064596, 0.0037986894448598226, 0.003238860269387563, 0.00630798617998759];62.7;36.9;False;./train_valid_history_plots/train_val_loss_hist_10_400_0.01_0.99_0.005.png;./valid_accuracy_history_plots/valid_accuracy_hist_10_400_0.01_0.99_0.005.png;./pre_training_filters/pre_training_filters_10_400_0.01_0.99_0.005.png;./post_training_filters/post_training_filters_10_400_0.01_0.99_0.005.png;35.25;35.25
10;400;[128, 512, 512, 512, 512];0.01;0.95;0.001;BN;[0.00509357464991934, 0.003467603926736165, 0.0029229083948019074, 0.00268745366756509, 0.0025747850852284003, 0.0024580314282963917, 0.002371003702888644, 0.002304299143029422, 0.002259200022714894, 0.0021564995879080236];[0.005619423588116964, 0.0034540481368700664, 0.0026781426866849265, 0.003549574315547943, 0.0024093795319398243, 0.002135570545991262, 0.002371087819337845, 0.0023045443991820016, 0.0019320431848367054, 0.0019682238002618154];73.9;nan;False;./train_valid_history_plots/train_val_loss_hist_10_400_0.01_0.95_0.001.png;./valid_accuracy_history_plots/valid_accuracy_hist_10_400_0.01_0.95_0.001.png;./pre_training_filters/pre_training_filters_10_400_0.01_0.95_0.001.png;./post_training_filters/post_training_filters_10_400_0.01_0.95_0.001.png;71.83;nan
10;400;[128, 512, 512, 512, 512];0.01;0.95;0.005;BN;[0.005396813469204476, 0.003930581556103094, 0.0033942886169363814, 0.0031637744641885525, 0.003025498811791583, 0.002954342043012138, 0.0028828942412283363, 0.0027998555191164095, 0.002769001581804539, 0.0026986472611504842];[0.005340185165405274, 0.0042379920681317644, 0.004730569124221802, 0.004097853104273478, 0.003062908947467804, 0.0030761492252349854, 0.003856730361779531, 0.0027224259575208028, 0.0027755140264829, 0.002786293129126231];63.5;nan;False;./train_valid_history_plots/train_val_loss_hist_10_400_0.01_0.95_0.005.png;./valid_accuracy_history_plots/valid_accuracy_hist_10_400_0.01_0.95_0.005.png;./pre_training_filters/pre_training_filters_10_400_0.01_0.95_0.005.png;./post_training_filters/post_training_filters_10_400_0.01_0.95_0.005.png;61.07;nan
10;400;[128, 512, 512, 512, 512];0.01;0.9;0.001;BN;[0.005062004075786932, 0.0033878689398610497, 0.0028701651484016482, 0.002628134444234817, 0.0024701084644813847, 0.0023282741082877646, 0.00222414369990186, 0.002120680475864953, 0.002045540196624229, 0.0019448829387746205];[0.004920982817808787, 0.0032051220536231995, 0.0030796063939730325, 0.0026465728878974915, 0.0022825755178928374, 0.002287679264942805, 0.0019202692806720733, 0.0019374050696690877, 0.001762697199980418, 0.0019973944624265033];76.9;nan;False;./train_valid_history_plots/train_val_loss_hist_10_400_0.01_0.9_0.001.png;./valid_accuracy_history_plots/valid_accuracy_hist_10_400_0.01_0.9_0.001.png;./pre_training_filters/pre_training_filters_10_400_0.01_0.9_0.001.png;./post_training_filters/post_training_filters_10_400_0.01_0.9_0.001.png;72.43;nan
10;400;[128, 512, 512, 512, 512];0.01;0.9;0.005;BN;[0.005458112676453784, 0.003988728101660566, 0.0033788520291568786, 0.0031016490154150054, 0.002948380231372709, 0.002858549755036346, 0.0027302880863833232, 0.0026538261298726246, 0.002584439745036567, 0.0025330030700055563];[0.0056296940644582115, 0.0035746086637179057, 0.004200141727924347, 0.0032739336291948955, 0.003223078946272532, 0.0026389445861180623, 0.002732421656449636, 0.0027267109354337056, 0.0028179813424746196, 0.002242274284362793];68.5;nan;False;./train_valid_history_plots/train_val_loss_hist_10_400_0.01_0.9_0.005.png;./valid_accuracy_history_plots/valid_accuracy_hist_10_400_0.01_0.9_0.005.png;./pre_training_filters/pre_training_filters_10_400_0.01_0.9_0.005.png;./post_training_filters/post_training_filters_10_400_0.01_0.9_0.005.png;68.9;nan
30;200;[128, 512, 512, 512, 512];0.001;0.99;0.001;BN;[0.007530958946870297, 0.005544036728995187, 0.0049179580880671135, 0.00448523642092335, 0.004128734037584188, 0.0038143414660375945, 0.0035030118908200947, 0.003210123063958421, 0.002920692212727605, 0.002679850480386189, 0.002499564259636159, 0.002297269688577068, 0.0021573793973241532, 0.0019745551101407227, 0.0019085928098279603, 0.001799275496176311, 0.0017282319792679378, 0.0016514688109864994, 0.0016308659385053479, 0.0015899213330478085, 0.0015242554648798338, 0.0015226642817867046, 0.001523599015510812, 0.00145085259755047, 0.0014251897797292593, 0.001437909979905401];[0.006841071724891663, 0.0059035906791687015, 0.005546409368515015, 0.004117958962917328, 0.004650013566017151, 0.004191047072410583, 0.003511929750442505, 0.0035213668942451477, 0.0034075406193733214, 0.0030767799615859987, 0.00317243617773056, 0.002944983422756195, 0.003549096703529358, 0.0029795156121253967, 0.0036409515142440795, 0.003286351650953293, 0.003566327452659607, 0.0035880371928215028, 0.0034093285501003265, 0.0035539691150188444, 0.003368817150592804, 0.0036615458726882936, 0.004105109274387359, 0.0036095520257949827, 0.00376847630739212, 0.004516999661922455];83.0;79.2;False;./train_valid_history_plots/train_val_loss_hist_30_200_0.001_0.99_0.001.png;./valid_accuracy_history_plots/valid_accuracy_hist_30_200_0.001_0.99_0.001.png;./pre_training_filters/pre_training_filters_30_200_0.001_0.99_0.001.png;./post_training_filters/post_training_filters_30_200_0.001_0.99_0.001.png;77.3;77.3
30;200;[128, 512, 512, 512, 512];0.001;0.99;0.005;BN;[0.007639692520608707, 0.006285812078690042, 0.005899497187867457, 0.005573879272353892, 0.005303364967813297, 0.004957125210032171, 0.004551607426331968, 0.004281704487849255, 0.003983508428748773, 0.003767862924507686, 0.003589585905172387, 0.003418607957509099, 0.00326434081427905, 0.0031271437345718853, 0.0030106938961817296, 0.002940580661199531, 0.002851718211052369, 0.0027713160800690553, 0.0026597530890484244, 0.002617828403808633, 0.002506001575868957, 0.0024790559362392038, 0.0023991443812847136, 0.002354826497788332, 0.002301779042701332, 0.002236020459204304, 0.0022239284624858777, 0.0021499137093826215, 0.002138987675005076, 0.0020965791022290988];[0.0068223861455917354, 0.005454766154289245, 0.005444294929504394, 0.0052850677967071534, 0.005532028317451477, 0.005455151915550232, 0.003978270709514618, 0.004420926451683045, 0.00396092414855957, 0.003593926727771759, 0.003448326051235199, 0.003448158860206604, 0.0031514388918876647, 0.003110621511936188, 0.003365884244441986, 0.0031043522357940673, 0.0036274636387825013, 0.0032987497448921203, 0.0032032145857810975, 0.0032227036654949187, 0.0036829211711883543, 0.003366352140903473, 0.003420923352241516, 0.0032660561800003053, 0.0033403905630111693, 0.0032064677476882934, 0.0031738871335983275, 0.0035087174773216247, 0.0036619539260864258, 0.002958537697792053];82.1;nan;False;./train_valid_history_plots/train_val_loss_hist_30_200_0.001_0.99_0.005.png;./valid_accuracy_history_plots/valid_accuracy_hist_30_200_0.001_0.99_0.005.png;./pre_training_filters/pre_training_filters_30_200_0.001_0.99_0.005.png;./post_training_filters/post_training_filters_30_200_0.001_0.99_0.005.png;81.3;nan
